id,name,description,chebi_name,chebi_id,created_at,updated_at,creator_id,updater_id,chebi_definition
146,anti beriberi,,pharmaceutical,52217,2012-04-10 10:05:16 UTC,2015-10-27 17:48:38 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
147,antibiotic,,antibiotic,22582,2012-04-10 10:05:16 UTC,2015-10-27 17:48:39 UTC,,,"A substance that kills or slows the growth of microorganisms, including bacteria, viruses, fungi and protozoans."
148,anti benign prostatic hyperplasia,"A drug used to aleviate symptoms of benign prostatic hyperplasia such as urinary problems.
",,,2012-04-10 10:05:16 UTC,2015-11-11 02:32:10 UTC,,,
149,anti bradiquinic,,,,2012-04-10 10:05:16 UTC,2012-04-10 10:05:16 UTC,,,
150,anti bradyarrhythmic,,cardiovascular drug,38070,2012-04-10 10:05:16 UTC,2015-10-27 17:48:39 UTC,,,"A drug used for the treatment or prevention of cardiac arrhythmias. Anti-arrhythmia drugs may affect the polarisation-repolarisation phase of the action potential, its excitability or refractoriness, or impulse conduction or membrane responsiveness within cardiac fibres."
151,anti bradycardic,,cardiovascular drug,38070,2012-04-10 10:05:16 UTC,2015-10-27 17:48:40 UTC,,,"A drug used for the treatment or prevention of cardiac arrhythmias. Anti-arrhythmia drugs may affect the polarisation-repolarisation phase of the action potential, its excitability or refractoriness, or impulse conduction or membrane responsiveness within cardiac fibres."
152,anti bradykinetic,"A drug used to stimulate motor function, for patients suffering from slowness of movement such as in the case of Parkinson's.
",,,2012-04-10 10:05:16 UTC,2015-11-11 02:32:10 UTC,,,
153,anti bradykinic,,,,2012-04-10 10:05:16 UTC,2012-04-10 10:05:16 UTC,,,
154,anti bronchitic,,pharmaceutical,52217,2012-04-10 10:05:16 UTC,2015-10-27 17:48:40 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
155,anti bronchoconstrictor,,pharmaceutical,52217,2012-04-10 10:05:16 UTC,2015-10-27 17:48:41 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
156,anti brucellosic,,antimicrobial agent,33281,2012-04-10 10:05:16 UTC,2015-10-27 17:48:42 UTC,,,"A substance that kills or slows the growth of microorganisms, including bacteria, viruses, fungi and protozoans."
157,anti burn,"An agent that is used in the treatment of burn wounds.
",,,2012-04-10 10:05:16 UTC,2015-11-11 02:32:13 UTC,,,
158,anti calculic,"An agent that acts againt gall bladder stones.
",,,2012-04-10 10:05:16 UTC,2015-11-11 02:32:11 UTC,,,
159,anti cancer,,antineoplastic agent,35610,2012-04-10 10:05:16 UTC,2015-10-27 17:48:43 UTC,,,A substance that inhibits or prevents the proliferation of neoplasms.
160,anti capillary-fragility,"An agent or drug that strengthens capillay walls to prevent rupture.
",,,2012-04-10 10:05:16 UTC,2015-11-11 02:32:11 UTC,,,
161,anti carcinogenic,,antineoplastic agent,35610,2012-04-10 10:05:16 UTC,2015-10-27 17:48:45 UTC,,,A substance that inhibits or prevents the proliferation of neoplasms.
162,anti carcinomic,,antineoplastic agent,35610,2012-04-10 10:05:16 UTC,2015-10-27 17:48:46 UTC,,,A substance that inhibits or prevents the proliferation of neoplasms.
163,anti cardiospasmic,,cardiovascular drug,38070,2012-04-10 10:05:16 UTC,2015-10-27 17:48:47 UTC,,,"A drug used for the treatment or prevention of cardiac arrhythmias. Anti-arrhythmia drugs may affect the polarisation-repolarisation phase of the action potential, its excitability or refractoriness, or impulse conduction or membrane responsiveness within cardiac fibres."
164,anti caries,,pharmaceutical,52217,2012-04-10 10:05:16 UTC,2015-10-27 17:48:47 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
165,anti cariogenic,,pharmaceutical,52217,2012-04-10 10:05:16 UTC,2015-10-27 17:48:48 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
166,anti carpal-tunnel,"A drug used to alleviate the sympoms of carpal-tunnel syndrome (inflammation, pain, etc), such as a shot of cortisone in the wrist.
",,,2012-04-10 10:05:16 UTC,2015-11-11 02:32:10 UTC,,,
167,anti cataleptic,,pharmaceutical,52217,2012-04-10 10:05:16 UTC,2015-10-27 17:48:48 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
168,anti cataract,,pharmaceutical,52217,2012-04-10 10:05:16 UTC,2015-10-27 17:48:49 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
169,anti catarrh,,pharmaceutical,52217,2012-04-10 10:05:16 UTC,2015-10-27 17:48:49 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
170,anti cellulitic,,pharmaceutical,52217,2012-04-10 10:05:16 UTC,2015-10-27 17:48:50 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
171,anti cephalagic,,pharmaceutical,52217,2012-04-10 10:05:16 UTC,2015-10-27 17:48:50 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
172,anti cerebrotic,,pharmaceutical,52217,2012-04-10 10:05:16 UTC,2015-10-27 17:48:51 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
173,anti cervicaldysplasic,,pharmaceutical,52217,2012-04-10 10:05:16 UTC,2015-10-27 17:48:51 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
174,anti CFS,"An agent used to alleviate some symptoms of chronic fatigue syndrome, such as a non-steroidal anti-inflammatory agent in treatment of myalgias and arthralgias.
",,,2012-04-10 10:05:16 UTC,2015-11-11 02:32:16 UTC,,,
175,anti cheilitic,"An agent used to treat cheilitis. Corticosteroids and anti-inflammatory agents ar examples.
",,,2012-04-10 10:05:16 UTC,2015-11-11 02:32:16 UTC,,,
176,anti cheilotic,"An agent used to treat the cheilosis skin condition. Antifungal drugs containing hydrocortisone are an example.
",,,2012-04-10 10:05:16 UTC,2015-11-11 02:32:16 UTC,,,
177,anti chilblain,"A drug that stimulates dilation of blood vessels, used in the tretment of chilblains.
",,,2012-04-10 10:05:16 UTC,2015-11-11 02:32:10 UTC,,,
178,anti cholecystosic,"An agent that relieves symptoms, such as inflammation, for conditions affecting the gallbladder in which there are chronic inflammatory changes with hyperplasia of all the tissue elements.
",,,2012-04-10 10:05:16 UTC,2015-11-11 02:32:15 UTC,,,
179,anti choleretic,"A drug that inhibits overproduction of bile in the liver.
",,,2012-04-10 10:05:16 UTC,2015-11-11 02:32:10 UTC,,,
180,anti cholestatic,"A drug that stimulates the output of bile from the liver.
",,,2012-04-10 10:05:16 UTC,2015-11-11 02:32:10 UTC,,,
181,anti cholesteremic,"An agent that promotes the reduction of cholesterol levels in the blood.
",,,2012-04-10 10:05:16 UTC,2015-11-11 02:32:14 UTC,,,
182,anti cholesterogenic,"An agent that promotes the reduction of total circulating cholesterol.
",,,2012-04-10 10:05:16 UTC,2015-11-11 02:32:14 UTC,,,
183,anti cholinergic,,cholinergic drug,38323,2012-04-10 10:05:16 UTC,2015-10-27 17:48:52 UTC,,,"Any drug used for its actions on cholinergic systems. Included here are agonists and antagonists, drugs that affect the life cycle of acetylcholine, and drugs that affect the survival of cholinergic neurons."
184,anti cholinesterase,,cholinesterase inhibitor,37733,2012-04-10 10:05:16 UTC,2015-10-27 17:48:52 UTC,,,An EC 3.1.1.* (carboxylic ester hydrolase) inhibitor that interferes with the action of cholinesterase (EC 3.1.1.8).
185,anti chorea,,pharmaceutical,52217,2012-04-10 10:05:16 UTC,2015-10-27 17:48:53 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
186,anti choreic,,pharmaceutical,52217,2012-04-10 10:05:16 UTC,2015-10-27 17:48:53 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
187,anti cirrhotic,,pharmaceutical,52217,2012-04-10 10:05:16 UTC,2015-10-27 17:48:54 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
188,anti clastogen,"A drug acting to inhibit mutagenic agents that disrupt or break chromosomes.
",,,2012-04-10 10:05:16 UTC,2015-11-11 02:32:10 UTC,,,
189,anti claudificant,,,,2012-04-10 10:05:16 UTC,2012-04-10 10:05:16 UTC,,,
190,anti climacteric,"A drug used to relieve effects of the male menopause, such as diminished sexual activity.
",,,2012-04-10 10:05:16 UTC,2015-11-11 02:32:10 UTC,,,
191,anti coagulant,,anticoagulant,50249,2012-04-10 10:05:16 UTC,2015-10-27 17:48:55 UTC,,,An agent that prevents blood clotting.
192,anti coccidioid,"A drug used as a preventative measure for coccidiosis in chicken, to minimizes the number of infective oocytes of the Emeria species that buid up in the environment.
",,,2012-04-10 10:05:16 UTC,2015-11-11 02:32:10 UTC,,,
193,anti coeliac,,pharmaceutical,52217,2012-04-10 10:05:16 UTC,2015-10-27 17:48:55 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
194,anti cold,,pharmaceutical,52217,2012-04-10 10:05:16 UTC,2015-10-27 17:48:56 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
195,anti colic,,pharmaceutical,52217,2012-04-10 10:05:16 UTC,2015-10-27 17:48:56 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
196,anti colitic,,pharmaceutical,52217,2012-04-10 10:05:16 UTC,2015-10-27 17:48:57 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
197,anti collagenic,"An agent, or antibody, that binds collagen and prevents buildup in connective tissues. It may be used to treat heart disease.
",,,2012-04-10 10:05:16 UTC,2015-11-11 02:32:16 UTC,,,
198,anti collegenase,,enzyme inhibitor,23924,2012-04-10 10:05:16 UTC,2015-10-27 17:48:57 UTC,,,A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction.
199,anti colonospasmic,"An agent that relieves effects of colonospasm, a disorder marked by decreased motility of the intestine.
",,,2012-04-10 10:05:17 UTC,2015-11-11 02:32:14 UTC,,,
200,anti complement,"A substance that combines with a complement component and neutralizes its action by preventing its union with anantibody.
",,,2012-04-10 10:05:17 UTC,2015-11-11 02:32:10 UTC,,,
201,anti complementary,"A substance possessing the power to diminish or abolish the action of a complement.
",,,2012-04-10 10:05:17 UTC,2015-11-11 02:32:10 UTC,,,
202,anti conjunctivitic,,pharmaceutical,52217,2012-04-10 10:05:17 UTC,2015-10-27 17:48:58 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
203,anti constrictive,,pharmaceutical,52217,2012-04-10 10:05:17 UTC,2015-10-27 17:48:58 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
204,anti convulsant,,pharmaceutical,52217,2012-04-10 10:05:17 UTC,2015-10-27 17:48:59 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
205,anti corneitic,"An agent that diminishes inflammation of the cornea.
",,,2012-04-10 10:05:17 UTC,2015-11-11 02:32:12 UTC,,,
206,anti corneotic,,,,2012-04-10 10:05:17 UTC,2012-04-10 10:05:17 UTC,,,
207,anti coronary,,pharmaceutical,52217,2012-04-10 10:05:17 UTC,2015-10-27 17:48:59 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
208,anti corpus-luteum,"An agent, or antibody, used to detect ovarian disfunction based on corpus luteum hormone levels.
",,,2012-04-10 10:05:17 UTC,2015-11-11 02:32:16 UTC,,,
209,anti Crohn's,,pharmaceutical,52217,2012-04-10 10:05:17 UTC,2015-10-27 17:49:00 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
210,anti C-reactive-protein,"An antobody agains C-reactive protein used as a marker of inflammation. There is a link between high production of C-reactive protein and risk of developing cancer.
",,,2012-04-10 10:05:17 UTC,2015-11-11 02:32:18 UTC,,,
211,anti cryptococcic,"An antibody that may be used to detect cryptococcic meningitis.
",,,2012-04-10 10:05:17 UTC,2015-11-11 02:32:18 UTC,,,
212,anti CTS,"An antibody against a cathepsin, proteases involved in intracellular degradation and turnover of proteins. These may be linked to tumor invasion and metastasis.
",,,2012-04-10 10:05:17 UTC,2015-11-11 02:32:17 UTC,,,
213,anti CVI,"An antibiotic acting against colicin, a protein involved in E. coli immunity.
",,,2012-04-10 10:05:17 UTC,2015-11-11 02:32:17 UTC,,,
214,anti CVS,,,,2012-04-10 10:05:17 UTC,2012-04-10 10:05:17 UTC,,,
215,anti cystinuric,"An agent that diminishes the formation of cysteine stones in the kydneys, ureter, or bladder.
",,,2012-04-10 10:05:17 UTC,2015-11-11 02:32:12 UTC,,,
216,anti cystitic,"An agent that diminishes inflammation of the urinary bladder.
",,,2012-04-10 10:05:17 UTC,2015-11-11 02:32:12 UTC,,,
217,anti cytomegalovirus,,antiviral agent,22587,2012-04-10 10:05:17 UTC,2015-10-27 17:49:00 UTC,,,A substance that destroys or inhibits replication of viruses.
218,anti cytotoxic,,antidote,50247,2012-04-10 10:05:17 UTC,2015-10-27 17:49:01 UTC,,,Any protective agent counteracting or neutralizing the action of poisons.
219,anti dandruff,"An agent that reduces the production or flaking of dandruff.
",,,2012-04-10 10:05:17 UTC,2015-11-11 02:32:14 UTC,,,
220,anti decubitic,"An agent, topical drug, or nutritional factor used to treat or prevent bed sores.
",,,2012-04-10 10:05:17 UTC,2015-11-11 02:32:17 UTC,,,
221,anti deliriant,,pharmaceutical,52217,2012-04-10 10:05:17 UTC,2015-10-27 17:49:01 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
222,anti dementia,,pharmaceutical,52217,2012-04-10 10:05:17 UTC,2015-10-27 17:49:02 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
223,anti depressant,,pharmaceutical,52217,2012-04-10 10:05:17 UTC,2015-10-27 17:49:02 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
224,anti dermatic,,dermatologic drug,50177,2012-04-10 10:05:17 UTC,2015-10-27 17:49:03 UTC,,,A drug used to treat or prevent skin disorders or for the routine care of skin.
225,anti dermatitic,,dermatologic drug,50177,2012-04-10 10:05:17 UTC,2015-10-27 17:49:03 UTC,,,A drug used to treat or prevent skin disorders or for the routine care of skin.
226,anti dermatophytic,"An agent, or essential oil, used to treat fungal infections of skin, hair, or nails.
",,,2012-04-10 10:05:17 UTC,2015-11-11 02:32:17 UTC,,,
227,anti dermatotic,,dermatologic drug,50177,2012-04-10 10:05:17 UTC,2015-10-27 17:49:04 UTC,,,A drug used to treat or prevent skin disorders or for the routine care of skin.
228,anti diabetic,,pharmaceutical,52217,2012-04-10 10:05:17 UTC,2015-10-27 17:49:04 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
229,anti diarrheic,,antidiarrhoeal drug,55323,2012-04-10 10:05:17 UTC,2015-10-27 17:49:05 UTC,,,Any drug found useful in the symptomatic treatment of diarrhoea.
230,anti dipsomanic,"An agent that may reduce the compulsion to drink alcoholic beverages.
",,,2012-04-10 10:05:17 UTC,2015-11-11 02:32:13 UTC,,,
231,anti discitic,"An agent that may reduce inflammation of an intervertebral disc or disc space, often related to infections.
",,,2012-04-10 10:05:17 UTC,2015-11-11 02:32:13 UTC,,,
232,anti discotic,"An agent that prevents disc-shaped liquid crystalization.
",,,2012-04-10 10:05:17 UTC,2015-11-11 02:32:13 UTC,,,
233,anti diuretic,,pharmaceutical,52217,2012-04-10 10:05:17 UTC,2015-10-27 17:49:05 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
234,anti-DNA,"A DNA binding antibody used for diagnostic purposes.
",,,2012-04-10 10:05:17 UTC,2015-11-11 02:32:10 UTC,,,
235,anti dopaminergic,,dopaminergic antagonist,48561,2012-04-10 10:05:17 UTC,2015-10-27 17:49:06 UTC,,,"A drug that binds to but does not activate dopamine receptors, thereby blocking the actions of dopamine or exogenous agonists."
